时间,大项,比赛,场馆
25日10:00,拳击,女子蝇量级 (48-51公斤) 32强 德拉比克·桑德拉 VS 拉希莫娃 图勒孙诺,国技馆
25日11:17,柔道,男子66公斤级16强淘汰赛 隆巴多 VS 赛热克詹诺夫·叶尔兰,日本武道馆
25日10:15,拳击,女子蝇量级 (48-51公斤) 32强 马格诺 VS 翁加雷,国技馆
25日11:17,柔道,女子52公斤级32强淘汰赛 范·斯尼克 VS 纪卡,日本武道馆
25日10:30,拳击,女子蝇量级 (48-51公斤) 32强 布阿拉姆 VS 吉彭·朱塔玛斯,国技馆
25日11:24,柔道,男子66公斤级16强淘汰赛 维埃鲁 丹尼斯 VS 卡宁,日本武道馆
25日10:48,拳击,女子蝇量级 (48-51公斤) 32强 布约尔德 VS 拉多瓦诺维奇,国技馆
25日11:24,柔道,女子52公斤级32强淘汰赛 居尔巴丹·芭芭姆拉托瓦 VS 吉利·科恩,日本武道馆
25日11:03,拳击,女子蝇量级 (48-51公斤) 32强 索伦蒂诺 VS 卡多索·罗哈斯,国技馆
25日11:18,拳击,男子轻量级 (57-63公斤) 32强 拉克鲁斯·恩里科 VS 戴维斯,国技馆
25日11:31,柔道,男子66公斤级16强淘汰赛 阿部一二三 VS 勒·布鲁奇,日本武道馆
25日11:18,拳击,女子中量级 (69-75公斤) 32强,国技馆
25日11:31,柔道,女子52公斤级16强淘汰赛 布哈德 VS 列维齐卡-舒克万妮 塔季扬娜,日本武道馆
25日11:36,拳击,男子轻量级 (57-63公斤) 32强 阿布杜哈克·纳迪尔 VS 科林,国技馆
25日11:38,柔道,男子66公斤级16强淘汰赛 扬东佩伦莱·巴舒 VS 明科夫 德米特里,日本武道馆
25日11:51,拳击,男子轻量级 (57-63公斤) 32强 杜尔卡兹·达米安 VS 马梅多夫 加比利,国技馆
25日11:38,柔道,女子52公斤级16强淘汰赛 库久京娜 娜塔莉娅 VS 朴多率,日本武道馆
25日12:06,拳击,男子轻量级 (57-63公斤) 32强 巴科夫 VS 瑞恩,国技馆
25日11:45,柔道,男子66公斤级16强淘汰赛 安保罗 VS 桑乔·钦奇拉,日本武道馆
25日12:24,拳击,男子轻量级 (57-63公斤) 32强 哈尔齐兹 亚罗斯拉夫 VS 恰拉比耶夫 贾维德,国技馆
25日11:45,柔道,女子52公斤级16强淘汰赛 普普·雷卡 VS 德尔加多,日本武道馆
25日12:39,拳击,男子轻量级 (57-63公斤) 32强 乌斯蒙诺夫 巴霍杜尔 VS 德洛斯桑托斯·努涅斯,国技馆
25日12:54,拳击,男子轻重量级 (75-81公斤) 32强 穆罕默德·阿斯加尔 VS 哈塔耶夫 伊马姆,国技馆
25日11:52,柔道,男子66公斤级16强淘汰赛 赞塔拉娅 格奥尔吉 VS 贡博克,日本武道馆
25日13:12,拳击,男子轻重量级 (75-81公斤) 32强 涅格马图尔洛耶夫 沙布巴特 VS 陈大祥,国技馆
25日11:52,柔道,女子52公斤级16强淘汰赛 科赫 VS 勒哈格瓦苏伦·索索巴拉姆,日本武道馆
25日13:27,拳击,男子轻重量级 (75-81公斤) 32强 维瓦斯·帕拉西奥斯 VS 惠特克,国技馆
25日11:59,柔道,男子66公斤级16强淘汰赛 马尔格韦拉什维利 瓦扎 VS 沙米洛夫 亚库布,日本武道馆
25日16:00,拳击,女子蝇量级 (48-51公斤) 32强 曼特 VS 埃尔南德斯·加西亚,国技馆
25日11:59,柔道,女子52公斤级16强淘汰赛 阿部诗 VS 皮门塔,日本武道馆
25日16:15,拳击,女子蝇量级 (48-51公斤) 32强 并木 月海 VS 南齐里,国技馆
25日12:06,柔道,男子66公斤级16强淘汰赛 巴鲁克·什迈洛夫 VS 卡茨,日本武道馆
25日16:30,拳击,女子蝇量级 (48-51公斤) 32强 索卢扬诺娃 斯韦特兰娜 VS 富赫斯,国技馆
25日16:48,拳击,女子蝇量级 (48-51公斤) 32强 克拉斯提娃 VS 阮氏谭,国技馆
25日12:06,柔道,女子52公斤级16强淘汰赛 吉尔斯 VS 苏米亚·伊拉维,日本武道馆
25日17:03,拳击,女子蝇量级 (48-51公斤) 32强 拉巴卜·切达尔 VS 戴维森,国技馆
25日12:13,柔道,男子66公斤级1/4决赛 隆巴多 VS 卡宁,日本武道馆
25日17:18,拳击,男子轻量级 (57-63公斤) 32强 巴塔尔苏克·勤佐里格 VS 阿布杜赖莫夫 埃利努尔,国技馆
25日12:13,柔道,女子52公斤级16强淘汰赛 朱弗里达 VS 阿里·奥马尔,日本武道馆
25日17:36,拳击,男子轻量级 (57-63公斤) 32强 考西克 VS 麦科马克,国技馆
25日12:20,柔道,男子66公斤级1/4决赛 阿部一二三 VS 扬东佩伦莱·巴舒,日本武道馆
25日17:51,拳击,男子轻量级 (57-63公斤) 32强 阿萨诺夫 德米特里 VS 奥巴达·穆罕默德·穆斯塔法·阿尔卡斯贝,国技馆
25日12:20,柔道,女子52公斤级16强淘汰赛 范·斯尼克 VS 吉利·科恩,日本武道馆
25日18:06,拳击,男子轻量级 (57-63公斤) 32强 萨拉马纳 VS 德奥利维拉,国技馆
25日12:27,柔道,男子66公斤级1/4决赛 安保罗 VS 贡博克,日本武道馆
25日18:24,拳击,男子轻量级 (57-63公斤) 32强 萨菲乌林·扎基尔 VS 佩索·萨博亚,国技馆
25日12:27,柔道,女子52公斤级1/4决赛 布哈德 VS 朴多率,日本武道馆
25日18:39,拳击,男子轻量级 (57-63公斤) 32强 成松 大介 VS 姆巴亚·穆伦巴,国技馆
25日18:54,拳击,男子轻量级 (57-63公斤) 32强 加赛德 VS 乌梅,国技馆
25日12:34,柔道,男子66公斤级1/4决赛 马尔格韦拉什维利 瓦扎 VS 巴鲁克·什迈洛夫,日本武道馆
25日19:12,拳击,男子轻重量级 (75-81公斤) 32强 侯默里 VS 科尔巴伊·巴雷拉,国技馆
25日12:34,柔道,女子52公斤级1/4决赛 普普·雷卡 VS 科赫,日本武道馆
25日19:27,拳击,男子轻重量级 (75-81公斤) 32强 普兰蒂克 VS 奥莱·里亚德·阿黛尔·欣达威,国技馆
25日12:41,柔道,女子52公斤级1/4决赛 阿部诗 VS 吉尔斯,日本武道馆
25日19:42,拳击,男子轻重量级 (75-81公斤) 32强 布伦南 VS 鲁兹梅托夫 季利绍德,国技馆
25日12:48,柔道,女子52公斤级1/4决赛 朱弗里达 VS 范·斯尼克,日本武道馆
25日16:00,柔道,女子52公斤级复活赛 朴多率 VS 普普·雷卡,日本武道馆
25日16:08,柔道,女子52公斤级复活赛 吉尔斯 VS 范·斯尼克,日本武道馆
25日16:17,柔道,女子52公斤级B表半决赛 阿部诗 VS 朱弗里达,日本武道馆
25日16:25,柔道,女子52公斤级A表半决赛 布哈德 VS 科赫,日本武道馆
25日16:34,柔道,男子66公斤级复活赛 隆巴多 VS 扬东佩伦莱·巴舒,日本武道馆
25日16:42,柔道,男子66公斤级复活赛 贡博克 VS 巴鲁克·什迈洛夫,日本武道馆
25日16:51,柔道,男子66公斤级B表半决赛 安保罗 VS 马尔格韦拉什维利 瓦扎,日本武道馆
25日16:59,柔道,男子66公斤级A表半决赛 卡宁 VS 阿部一二三,日本武道馆
25日17:08,柔道,女子52公斤级铜牌争夺赛A 普普·雷卡 VS 朱弗里达,日本武道馆
25日17:16,柔道,女子52公斤级铜牌争夺赛B 吉尔斯 VS 科赫,日本武道馆
25日17:25,柔道,女子52公斤级决赛 布哈德 VS 阿部诗,日本武道馆
25日17:33,柔道,男子66公斤级铜牌争夺赛A 隆巴多 VS 安保罗,日本武道馆
25日17:42,柔道,男子66公斤级铜牌争夺赛B 巴鲁克·什迈洛夫 VS 卡宁,日本武道馆
25日17:50,柔道,男子66公斤级决赛 阿部一二三 VS 马尔格韦拉什维利 瓦扎,日本武道馆
25日08:00,击剑,女子个人花剑64强 普罗斯塔基斯 VS 杰林斯卡·玛蒂娜,幕张展览馆 B厅
25日08:00,击剑,女子个人花剑64强 梅巴基 VS 帕斯特·弗洛拉,幕张展览馆 B厅
25日08:30,击剑,男子个人重剑64强 董超 VS 布莱斯·贝朗格,幕张展览馆 B厅
25日08:30,击剑,男子个人重剑64强 佩特罗夫 罗曼 VS 马世建,幕张展览馆 B厅
25日08:30,击剑,男子个人重剑64强 苏霍夫 帕韦尔 VS 史蒂芬,幕张展览馆 B厅
25日08:30,击剑,男子个人重剑64强 拉米雷斯 VS 倪格乐,幕张展览馆 B厅
25日08:55,击剑,女子个人花剑32强 杰丽格拉佐娃 因娜 VS 杰林斯卡·玛蒂娜,幕张展览馆 B厅
25日08:55,击剑,女子个人花剑32强 埃里戈 VS 亚拉·沙卡维,幕张展览馆 B厅
25日08:55,击剑,女子个人花剑32强 齐法 VS 贝尔蒂埃,幕张展览馆 B厅
25日08:55,击剑,女子个人花剑32强 扎吉杜勒琳娜 阿杰琳娜 VS 范欧文·加西亚,幕张展览馆 B厅
25日09:25,击剑,女子个人花剑32强 巴蒂尼 VS 克莱斯·范妮,幕张展览馆 B厅
25日09:25,击剑,女子个人花剑32强 布拉泽 VS 郭,幕张展览馆 B厅
25日09:25,击剑,女子个人花剑32强 朗维埃 VS 哈维,幕张展览馆 B厅
25日09:25,击剑,女子个人花剑32强 瑞恩 VS 东 晟良,幕张展览馆 B厅
25日09:55,击剑,女子个人花剑32强 东 莉央 VS 全希淑,幕张展览馆 B厅
25日09:55,击剑,女子个人花剑32强 杜布罗维奇 VS 伊伯特,幕张展览馆 B厅
25日09:55,击剑,女子个人花剑32强 罗斯 VS 卡拉米特·伊莱姆,幕张展览馆 B厅
25日09:55,击剑,女子个人花剑32强 科萝别伊妮科娃 拉丽萨 VS 伊恩丝·博巴科里,幕张展览馆 B厅
25日10:25,击剑,女子个人花剑32强 诺哈·侯赛因 VS 陈情缘,幕张展览馆 B厅
25日10:25,击剑,女子个人花剑32强 康德里茨·卡塔 VS 沃尔皮,幕张展览馆 B厅
25日10:25,击剑,女子个人花剑32强 努拉·穆罕默德 VS 上野 优佳,幕张展览馆 B厅
25日10:25,击剑,女子个人花剑32强 帕斯特·弗洛拉 VS 蒂布斯,幕张展览馆 B厅
25日10:55,击剑,男子个人重剑32强 西克洛西·盖尔盖伊 VS 董超,幕张展览馆 B厅
25日10:55,击剑,男子个人重剑32强 桑塔雷利 VS 霍多斯 谢尔盖,幕张展览馆 B厅
25日10:55,击剑,男子个人重剑32强 雷兹林 伊戈里 VS 史蒂芬,幕张展览馆 B厅
25日10:55,击剑,男子个人重剑32强 沃尔维伦·巴斯 VS 权泳俊,幕张展览馆 B厅
25日11:20,击剑,男子个人重剑32强 王子杰 VS 霍萨姆·库尔迪,幕张展览馆 B厅
25日11:20,击剑,男子个人重剑32强 麦当劳 VS 巴德内,幕张展览馆 B厅
25日11:20,击剑,男子个人重剑32强 尹恩惠 VS 斯维奇卡尔 罗曼,幕张展览馆 B厅
25日11:20,击剑,男子个人重剑32强 坎诺内 VS 利马尔多·加斯孔,幕张展览馆 B厅
25日11:45,击剑,男子个人重剑32强 見延 和靖 VS 尤尔卡·雅库布,幕张展览馆 B厅
25日11:45,击剑,男子个人重剑32强 库巴诺夫·鲁斯兰 VS 菲切拉,幕张展览馆 B厅
25日11:45,击剑,男子个人重剑32强 尼基申 博格丹 VS 兰明豪,幕张展览馆 B厅
25日11:45,击剑,男子个人重剑32强 加纳 虹辉  VS 加罗佐,幕张展览馆 B厅
25日12:10,击剑,男子个人重剑32强 朴相泳 VS 霍伊尔,幕张展览馆 B厅
25日12:10,击剑,男子个人重剑32强 佩特罗夫 罗曼 VS 山田 优 ,幕张展览馆 B厅
25日12:10,击剑,男子个人重剑32强 穆罕默德·萨义德 VS 博雷尔,幕张展览馆 B厅
25日12:10,击剑,男子个人重剑32强 拉米雷斯 VS 比达 谢尔盖,幕张展览馆 B厅
25日12:35,击剑,女子个人花剑16强 杰丽格拉佐娃 因娜 VS 克莱斯·范妮,幕张展览馆 B厅
25日12:35,击剑,女子个人花剑16强 埃里戈 VS 郭,幕张展览馆 B厅
25日12:35,击剑,女子个人花剑16强 齐法 VS 哈维,幕张展览馆 B厅
25日12:35,击剑,女子个人花剑16强 扎吉杜勒琳娜 阿杰琳娜 VS 瑞恩,幕张展览馆 B厅
25日13:05,击剑,女子个人花剑16强 陈情缘 VS 全希淑,幕张展览馆 B厅
25日13:05,击剑,女子个人花剑16强 沃尔皮 VS 伊伯特,幕张展览馆 B厅
25日13:05,击剑,女子个人花剑16强 罗斯 VS 上野 优佳,幕张展览馆 B厅
25日13:05,击剑,女子个人花剑16强 科萝别伊妮科娃 拉丽萨 VS 蒂布斯,幕张展览馆 B厅
25日13:35,击剑,男子个人重剑16强 西克洛西·盖尔盖伊 VS 霍萨姆·库尔迪,幕张展览馆 B厅
25日13:35,击剑,男子个人重剑16强 桑塔雷利 VS 巴德内,幕张展览馆 B厅
25日13:35,击剑,男子个人重剑16强 雷兹林 伊戈里 VS 尹恩惠,幕张展览馆 B厅
25日13:35,击剑,男子个人重剑16强 沃尔维伦·巴斯 VS 坎诺内,幕张展览馆 B厅
25日14:00,击剑,男子个人重剑16强 朴相泳 VS 見延 和靖,幕张展览馆 B厅
25日14:00,击剑,男子个人重剑16强 库巴诺夫·鲁斯兰 VS 山田 优 ,幕张展览馆 B厅
25日14:00,击剑,男子个人重剑16强 兰明豪 VS 穆罕默德·萨义德,幕张展览馆 B厅
25日14:00,击剑,男子个人重剑16强 加纳 虹辉  VS 比达 谢尔盖,幕张展览馆 B厅
25日14:55,击剑,女子个人花剑1/4决赛1 杰丽格拉佐娃 因娜 VS 全希淑,幕张展览馆 B厅
25日14:55,击剑,女子个人花剑1/4决赛2 沃尔皮 VS 埃里戈,幕张展览馆 B厅
25日14:55,击剑,女子个人花剑1/4决赛3 齐法 VS 上野 优佳,幕张展览馆 B厅
25日14:55,击剑,女子个人花剑1/4决赛4 瑞恩 VS 科萝别伊妮科娃 拉丽萨,幕张展览馆 B厅
25日15:20,击剑,男子个人重剑1/4决赛1 西克洛西·盖尔盖伊 VS 朴相泳,幕张展览馆 B厅
25日15:20,击剑,男子个人重剑1/4决赛2 桑塔雷利 VS 山田 优 ,幕张展览馆 B厅
25日15:20,击剑,男子个人重剑1/4决赛3 雷兹林 伊戈里 VS 穆罕默德·萨义德,幕张展览馆 B厅
25日15:20,击剑,男子个人重剑1/4决赛4 坎诺内 VS 比达 谢尔盖,幕张展览馆 B厅
25日17:00,击剑,女子个人花剑半决赛1 杰丽格拉佐娃 因娜 VS 沃尔皮,幕张展览馆 B厅
25日17:30,击剑,女子个人花剑半决赛2 齐法 VS 科萝别伊妮科娃 拉丽萨,幕张展览馆 B厅
25日18:00,击剑,男子个人重剑半决赛1 西克洛西·盖尔盖伊 VS 桑塔雷利,幕张展览馆 B厅
25日18:25,击剑,男子个人重剑半决赛2 雷兹林 伊戈里 VS 坎诺内,幕张展览馆 B厅
25日18:50,击剑,女子个人花剑铜牌赛 沃尔皮 VS 科萝别伊妮科娃 拉丽萨,幕张展览馆 B厅
25日19:20,击剑,男子个人重剑铜牌赛 桑塔雷利 VS 雷兹林 伊戈里,幕张展览馆 B厅
25日19:45,击剑,女子个人花剑金牌赛 杰丽格拉佐娃 因娜 VS 齐法,幕张展览馆 B厅
25日20:15,击剑,男子个人重剑金牌赛 西克洛西·盖尔盖伊 VS 坎诺内,幕张展览馆 B厅
25日12:00,公路自行车,女子公路赛,富士国际赛车场
25日09:00,竞技体操,女子资格赛 - 分组1,有明体操竞技场
25日10:55,竞技体操,女子资格赛 - 分组2,有明体操竞技场
25日14:10,竞技体操,女子资格赛 - 分组3,有明体操竞技场
25日16:05,竞技体操,女子资格赛 - 分组4,有明体操竞技场
25日19:20,竞技体操,女子资格赛 - 分组5,有明体操竞技场
25日11:05,帆船,男子帆板RS:X级第1轮,江之岛游艇码头
25日11:05,帆船,女子单人艇激光雷迪尔级第1轮,江之岛游艇码头
25日11:55,帆船,男子帆板RS:X级第2轮,江之岛游艇码头
25日12:20,帆船,女子单人艇激光雷迪尔级第2轮,江之岛游艇码头
25日12:45,帆船,男子帆板RS:X级第3轮,江之岛游艇码头
25日13:35,帆船,男子单人艇激光级第1轮,江之岛游艇码头
25日14:05,帆船,女子帆板RS:X级第1轮,江之岛游艇码头
25日14:55,帆船,女子帆板RS:X级第2轮,江之岛游艇码头
25日15:45,帆船,女子帆板RS:X级第3轮,江之岛游艇码头
25日12:00,皮划艇激流回旋,男子划艇分组预赛第1轮,葛西激流皮划艇赛场
25日12:50,皮划艇激流回旋,女子皮艇分组预赛第1轮,葛西激流皮划艇赛场
25日14:08,皮划艇激流回旋,男子划艇分组预赛第2轮,葛西激流皮划艇赛场
25日14:58,皮划艇激流回旋,女子皮艇分组预赛第2轮,葛西激流皮划艇赛场
25日08:00,赛艇,男子单人双桨半决赛 E/F 1,海之森水上竞技场
25日08:10,赛艇,男子单人双桨半决赛 E/F 2,海之森水上竞技场
25日08:20,赛艇,女子单人双桨半决赛 E/F 1,海之森水上竞技场
25日08:30,赛艇,女子单人双桨半决赛 E/F 2,海之森水上竞技场
25日08:40,赛艇,男子双人单桨复活赛1,海之森水上竞技场
25日08:50,赛艇,女子双人单桨复活赛1,海之森水上竞技场
25日09:00,赛艇,男子轻量级双人双桨复活赛1,海之森水上竞技场
25日09:10,赛艇,男子轻量级双人双桨复活赛2,海之森水上竞技场
25日09:20,赛艇,女子轻量级双人双桨复活赛1,海之森水上竞技场
25日09:30,赛艇,女子轻量级双人双桨复活赛2,海之森水上竞技场
25日09:40,赛艇,男子四人双桨复活赛1,海之森水上竞技场
25日09:50,赛艇,女子四人双桨复活赛1,海之森水上竞技场
25日10:00,赛艇,女子单人双桨1/4决赛1,海之森水上竞技场
25日10:10,赛艇,女子单人双桨1/4决赛2,海之森水上竞技场
25日10:20,赛艇,女子单人双桨1/4决赛3,海之森水上竞技场
25日10:30,赛艇,女子单人双桨1/4决赛4,海之森水上竞技场
25日10:40,赛艇,男子单人双桨1/4决赛1,海之森水上竞技场
25日10:50,赛艇,男子单人双桨1/4决赛2,海之森水上竞技场
25日11:00,赛艇,男子单人双桨1/4决赛3,海之森水上竞技场
25日11:10,赛艇,男子单人双桨1/4决赛4,海之森水上竞技场
25日11:20,赛艇,女子双人双桨半决赛 A/B 1,海之森水上竞技场
25日11:30,赛艇,女子双人双桨半决赛 A/B 2,海之森水上竞技场
25日11:40,赛艇,男子双人双桨半决赛 A/B 1,海之森水上竞技场
25日11:50,赛艇,男子双人双桨半决赛 A/B 2,海之森水上竞技场
25日12:00,赛艇,女子四人单桨复活赛1,海之森水上竞技场
25日12:10,赛艇,男子四人单桨复活赛1,海之森水上竞技场
25日07:30,滑板,男子街式赛预赛第1组,有明城市运动公园
25日08:19,滑板,男子街式赛预赛第2组,有明城市运动公园
25日09:08,滑板,男子街式赛预赛第3组,有明城市运动公园
25日09:58,滑板,男子街式赛预赛第4组,有明城市运动公园
25日11:25,滑板,男子街式赛决赛,有明城市运动公园
25日08:00,射击,女子10米气手枪资格赛,朝霞射击场
25日08:00,射击,女子双向飞碟资格赛 - 第1天,朝霞射击场
25日09:00,射击,男子双向飞碟资格赛 - 第1天,朝霞射击场
25日10:15,射击,女子10米气手枪决赛,朝霞射击场
25日12:00,射击,男子10米气步枪资格赛,朝霞射击场
25日14:30,射击,男子10米气步枪决赛,朝霞射击场
25日08:30,射箭,女子团体1/8淘汰赛 英国 VS 意大利,梦之岛公园射箭场
25日08:53,射箭,女子团体1/8淘汰赛 中国 VS 白俄罗斯,梦之岛公园射箭场
25日09:16,射箭,女子团体1/8淘汰赛 中国台北 VS 德国,梦之岛公园射箭场
25日09:39,射箭,女子团体1/8淘汰赛 乌克兰 VS ROC,梦之岛公园射箭场
25日12:45,射箭,女子团体1/4决赛 德国 VS 墨西哥,梦之岛公园射箭场
25日13:08,射箭,女子团体1/4决赛 韩国 VS 意大利,梦之岛公园射箭场
25日13:31,射箭,女子团体1/4决赛 美国 VS ROC,梦之岛公园射箭场
25日13:54,射箭,女子团体1/4决赛 白俄罗斯 VS 日本,梦之岛公园射箭场
25日14:17,射箭,女子团体半决赛 韩国 VS 白俄罗斯,梦之岛公园射箭场
25日14:40,射箭,女子团体半决赛 ROC VS 德国,梦之岛公园射箭场
25日15:15,射箭,女子团体铜牌赛 白俄罗斯 VS 德国,梦之岛公园射箭场
25日15:40,射箭,女子团体金牌赛 韩国 VS ROC,梦之岛公园射箭场
25日10:50,举重,男子61公斤级B组,东京国际论坛大楼
25日10:50,举重,男子67公斤级B组,东京国际论坛大楼
25日14:50,举重,男子61公斤级A组,东京国际论坛大楼
25日18:50,举重,男子67公斤级A组,东京国际论坛大楼
25日16:00,马术,团体及个人盛装舞步大奖赛第2日,马事公苑
25日06:00,冲浪,男子第1轮 - 第1组,钓崎海岸冲浪会场
25日06:40,冲浪,男子第1轮 - 第2组,钓崎海岸冲浪会场
25日07:20,冲浪,男子第1轮 - 第3组,钓崎海岸冲浪会场
25日08:00,冲浪,男子第1轮 - 第4组,钓崎海岸冲浪会场
25日08:40,冲浪,男子第1轮 - 第5组,钓崎海岸冲浪会场
25日09:20,冲浪,女子第1轮 - 第1组,钓崎海岸冲浪会场
25日10:00,冲浪,女子第1轮 - 第2组,钓崎海岸冲浪会场
25日10:40,冲浪,女子第1轮 - 第3组,钓崎海岸冲浪会场
25日11:20,冲浪,女子第1轮 - 第4组,钓崎海岸冲浪会场
25日12:00,冲浪,女子第1轮 - 第5组,钓崎海岸冲浪会场
25日12:40,冲浪,男子第2轮 - 第1组,钓崎海岸冲浪会场
25日13:20,冲浪,男子第2轮 - 第2组,钓崎海岸冲浪会场
25日14:00,冲浪,女子第2轮 - 第1组,钓崎海岸冲浪会场
25日14:40,冲浪,女子第2轮 - 第2组,钓崎海岸冲浪会场
